Cust ID,Date of Application,Cust Segment, Application Credit Score ,Application Amount,Approved_vs_Declined,Decline Reason,Due Date - 1st Payment,`Due Date - 2nd Payment,Due Date - 3rd Payment,Actual Date - 1st Payment ,Actual Date - 2nd Payment,Actual Date - 3rd Payment,Paid Back or Defaulted
20062,04/01/2021,Mid,  635 ,93,Approved,,2/3/2021,3/5/2021,4/4/2021,2/18/2021,3/5/2021,4/4/2021,Paid Back
20063,10/02/2021,High,  617 ,93,Approved,,3/12/2021,4/11/2021,5/11/2021,3/28/2021,4/11/2021,5/11/2021,Paid Back
20064,29/03/2021,Low,  638 ,161,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20065,31/03/2021,Mid,  637 ,82,Approved,,4/30/2021,5/30/2021,6/29/2021,6/3/2021,5/30/2021,6/29/2021,Paid Back
20066,13/01/2021,Low,  554 ,108,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20067,13/02/2021,Low,  575 ,108,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20068,07/03/2021,Mid,  616 ,50,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20069,15/02/2021,High,  577 ,115,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20070,17/02/2021,High,  641 ,88,Approved,,3/19/2021,4/18/2021,5/18/2021,3/23/2021,4/18/2021,5/18/2021,Paid Back
20071,05/02/2021,High,  660 ,109,Approved,,3/7/2021,4/6/2021,5/6/2021,,,,Defaulted
20072,12/01/2021,Mid,  637 ,112,Approved,,2/11/2021,3/13/2021,4/12/2021,3/22/2021,3/13/2021,4/12/2021,Paid Back
20073,13/02/2021,Low,  648 ,68,Approved,,3/15/2021,4/14/2021,5/14/2021,,,,Defaulted
20074,07/03/2021,Mid,  557 ,54,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20075,25/02/2021,High,  614 ,91,Approved,,3/27/2021,4/26/2021,5/26/2021,4/7/2021,4/26/2021,5/26/2021,Paid Back
20076,07/02/2021,Mid,  556 ,115,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20077,02/03/2021,High,  609 ,157,Approved,,4/1/2021,5/1/2021,5/31/2021,,,,Defaulted
20078,11/03/2021,Low,  594 ,136,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20079,22/02/2021,Mid,  661 ,91,Approved,,3/24/2021,4/23/2021,5/23/2021,3/30/2021,4/23/2021,5/23/2021,Paid Back
20080,04/01/2021,Low,  645 ,104,Approved,,2/3/2021,3/5/2021,4/4/2021,2/9/2021,3/5/2021,4/4/2021,Paid Back
20081,07/02/2021,Mid,  592 ,75,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20082,08/02/2021,Mid,  626 ,113,Approved,,3/10/2021,4/9/2021,5/9/2021,4/17/2021,4/9/2021,5/9/2021,Paid Back
20083,10/02/2021,Low,  618 ,92,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20084,18/02/2021,High,  630 ,90,Approved,,3/20/2021,4/19/2021,5/19/2021,,,,Defaulted
20085,06/01/2021,Low,  667 ,65,Approved,,2/5/2021,3/7/2021,4/6/2021,2/6/2021,3/7/2021,4/6/2021,Paid Back
20086,07/02/2021,Low,  603 ,89,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20087,09/02/2021,Low,  663 ,111,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
20088,13/03/2021,Mid,  669 ,118,Approved,,4/12/2021,5/12/2021,6/11/2021,4/12/2021,5/12/2021,6/11/2021,Paid Back
20089,23/03/2021,Low,  562 ,94,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20090,21/02/2021,Mid,  670 ,103,Approved,,3/23/2021,4/22/2021,5/22/2021,,,,Defaulted
20091,01/04/2021,Low,  606 ,79,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20092,02/02/2021,Mid,  606 ,92,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20093,21/03/2021,High,  621 ,73,Approved,,4/20/2021,5/20/2021,6/19/2021,,,,Defaulted
20094,11/03/2021,Mid,  566 ,80,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20095,22/03/2021,High,  603 ,49,Approved,,4/21/2021,5/21/2021,6/20/2021,5/28/2021,5/21/2021,6/20/2021,Paid Back
20096,30/03/2021,Mid,  629 ,101,Approved,,4/29/2021,5/29/2021,6/28/2021,5/30/2021,5/29/2021,6/28/2021,Paid Back
20097,18/02/2021,High,  660 ,83,Approved,,3/20/2021,4/19/2021,5/19/2021,3/27/2021,4/19/2021,5/19/2021,Paid Back
20098,15/01/2021,Low,  563 ,166,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20099,03/03/2021,Mid,  588 ,68,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20100,04/03/2021,Mid,  647 ,159,Approved,,4/3/2021,5/3/2021,6/2/2021,,,,Defaulted
20101,11/02/2021,Low,  587 ,148,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20102,20/03/2021,Low,  609 ,139,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20103,26/02/2021,Low,  567 ,142,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20104,20/02/2021,Low,  649 ,127,Approved,,3/22/2021,4/21/2021,5/21/2021,,,,Defaulted
20105,19/03/2021,Low,  639 ,146,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20106,11/02/2021,Mid,  701 ,94,Approved,,3/13/2021,4/12/2021,5/12/2021,3/18/2021,4/12/2021,5/12/2021,Paid Back
20107,12/01/2021,Mid,  542 ,79,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20108,24/03/2021,Mid,  651 ,89,Approved,,4/23/2021,5/23/2021,6/22/2021,4/27/2021,5/23/2021,6/22/2021,Paid Back
20109,03/03/2021,Mid,  608 ,63,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20110,02/03/2021,Mid,  656 ,64,Approved,,4/1/2021,5/1/2021,5/31/2021,4/4/2021,5/1/2021,5/31/2021,Paid Back
20111,28/03/2021,High,  659 ,86,Approved,,4/27/2021,5/27/2021,6/26/2021,5/4/2021,5/27/2021,6/26/2021,Paid Back
20112,27/02/2021,Low,  632 ,95,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20113,02/01/2021,Low,  646 ,57,Approved,,2/1/2021,3/3/2021,4/2/2021,,,,Defaulted
20114,18/01/2021,Low,  697 ,98,Approved,,2/17/2021,3/19/2021,4/18/2021,,,,Defaulted
20115,04/03/2021,Mid,  654 ,119,Approved,,4/3/2021,5/3/2021,6/2/2021,,,,Defaulted
20116,08/03/2021,Mid,  673 ,145,Approved,,4/7/2021,5/7/2021,6/6/2021,4/12/2021,5/7/2021,6/6/2021,Paid Back
20117,28/02/2021,Low,  579 ,129,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20118,07/02/2021,Low,  543 ,89,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20119,19/01/2021,Low,  634 ,75,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20120,23/02/2021,Low,  658 ,96,Approved,,3/25/2021,4/24/2021,5/24/2021,,,,Defaulted
20121,27/02/2021,Low,  623 ,120,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20122,12/01/2021,Low,  615 ,212,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20123,08/01/2021,High,  708 ,45,Approved,,2/7/2021,3/9/2021,4/8/2021,,,,Defaulted
20124,06/01/2021,High,  609 ,81,Approved,,2/5/2021,3/7/2021,4/6/2021,,,,Defaulted
20125,16/02/2021,Mid,  661 ,127,Approved,,3/18/2021,4/17/2021,5/17/2021,3/18/2021,4/17/2021,5/17/2021,Paid Back
20126,27/02/2021,Mid,  583 ,108,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20127,02/01/2021,Mid,  640 ,65,Approved,,2/1/2021,3/3/2021,4/2/2021,,,,Defaulted
20128,18/01/2021,Mid,  649 ,48,Approved,,2/17/2021,3/19/2021,4/18/2021,2/19/2021,3/19/2021,4/18/2021,Paid Back
20129,14/03/2021,Mid,  564 ,104,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20130,20/03/2021,Low,  536 ,121,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20131,10/02/2021,Low,  662 ,143,Approved,,3/12/2021,4/11/2021,5/11/2021,3/18/2021,4/11/2021,5/11/2021,Paid Back
20132,09/02/2021,Mid,  600 ,88,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20133,10/03/2021,Mid,  644 ,96,Approved,,4/9/2021,5/9/2021,6/8/2021,,,,Defaulted
20134,04/02/2021,Mid,  604 ,55,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20135,22/01/2021,Mid,  569 ,123,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20136,11/02/2021,Mid,  528 ,92,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20137,12/01/2021,Mid,  574 ,128,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20138,20/03/2021,Low,  606 ,115,Approved,,4/19/2021,5/19/2021,6/18/2021,5/19/2021,5/19/2021,6/18/2021,Paid Back
20139,24/03/2021,Low,  617 ,92,Approved,,4/23/2021,5/23/2021,6/22/2021,5/5/2021,5/23/2021,6/22/2021,Paid Back
20140,20/03/2021,Low,  611 ,77,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20141,12/02/2021,Mid,  657 ,136,Approved,,3/14/2021,4/13/2021,5/13/2021,3/21/2021,4/13/2021,5/13/2021,Paid Back
20142,19/02/2021,Mid,  621 ,112,Approved,,3/21/2021,4/20/2021,5/20/2021,4/13/2021,4/20/2021,5/20/2021,Paid Back
20143,15/02/2021,High,  594 ,112,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20144,31/03/2021,High,  582 ,130,Approved,,4/30/2021,5/30/2021,6/29/2021,6/12/2021,5/30/2021,6/29/2021,Paid Back
20145,17/03/2021,Mid,  640 ,44,Approved,,4/16/2021,5/16/2021,6/15/2021,,,,Defaulted
20146,21/01/2021,Mid,  595 ,102,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20147,19/02/2021,Mid,  640 ,90,Approved,,3/21/2021,4/20/2021,5/20/2021,4/3/2021,4/20/2021,5/20/2021,Paid Back
20148,05/02/2021,High,  669 ,127,Approved,,3/7/2021,4/6/2021,5/6/2021,,,,Defaulted
20149,27/02/2021,Mid,  653 ,118,Approved,,3/29/2021,4/28/2021,5/28/2021,,,,Defaulted
20150,17/01/2021,Mid,  624 ,156,Approved,,2/16/2021,3/18/2021,4/17/2021,,,,Defaulted
20151,20/03/2021,High,  714 ,123,Approved,,4/19/2021,5/19/2021,6/18/2021,,,,Defaulted
20152,03/02/2021,High,  621 ,148,Approved,,3/5/2021,4/4/2021,5/4/2021,3/14/2021,4/4/2021,5/4/2021,Paid Back
20153,01/04/2021,Low,  574 ,103,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20154,31/01/2021,Low,  607 ,143,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20155,24/02/2021,Low,  646 ,109,Approved,,3/26/2021,4/25/2021,5/25/2021,4/1/2021,4/25/2021,5/25/2021,Paid Back
20156,21/03/2021,High,  674 ,119,Approved,,4/20/2021,5/20/2021,6/19/2021,,,,Defaulted
20157,01/03/2021,Mid,  613 ,91,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20158,27/02/2021,High,  648 ,92,Approved,,3/29/2021,4/28/2021,5/28/2021,,,,Defaulted
20159,13/02/2021,Low,  553 ,104,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20160,03/01/2021,Low,  597 ,115,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20161,22/03/2021,Low,  598 ,153,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20162,22/02/2021,Low,  640 ,126,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20163,23/02/2021,Mid,  584 ,142,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20164,22/02/2021,Low,  652 ,142,Approved,,3/24/2021,4/23/2021,5/23/2021,,,,Defaulted
20165,03/02/2021,Low,  640 ,93,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20166,14/03/2021,Mid,  597 ,95,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20167,01/02/2021,High,  606 ,124,Approved,,3/3/2021,4/2/2021,5/2/2021,4/12/2021,4/2/2021,5/2/2021,Paid Back
20168,20/02/2021,Mid,  629 ,80,Approved,,3/22/2021,4/21/2021,5/21/2021,4/14/2021,4/21/2021,5/21/2021,Paid Back
20169,23/03/2021,Low,  627 ,113,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20170,22/01/2021,High,  712 ,108,Approved,,2/21/2021,3/23/2021,4/22/2021,2/25/2021,3/23/2021,4/22/2021,Paid Back
20171,16/03/2021,High,  595 ,107,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20172,22/02/2021,Low,  633 ,92,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20173,11/02/2021,High,  659 ,90,Approved,,3/13/2021,4/12/2021,5/12/2021,3/23/2021,4/12/2021,5/12/2021,Paid Back
20174,17/02/2021,High,  620 ,94,Approved,,3/19/2021,4/18/2021,5/18/2021,4/26/2021,4/18/2021,5/18/2021,Paid Back
20175,24/02/2021,Low,  539 ,72,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20176,12/03/2021,Low,  595 ,149,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20177,11/01/2021,Low,  626 ,97,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20178,10/02/2021,Mid,  594 ,141,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20179,24/01/2021,High,  704 ,128,Approved,,2/23/2021,3/25/2021,4/24/2021,,,,Defaulted
20180,16/03/2021,Low,  579 ,102,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20181,01/02/2021,Low,  615 ,115,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20182,21/02/2021,High,  665 ,93,Approved,,3/23/2021,4/22/2021,5/22/2021,3/30/2021,4/22/2021,5/22/2021,Paid Back
20183,09/03/2021,Mid,  656 ,159,Approved,,4/8/2021,5/8/2021,6/7/2021,,,,Defaulted
20184,18/03/2021,High,  587 ,62,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20185,15/03/2021,Mid,  611 ,117,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20186,15/02/2021,Mid,  588 ,95,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20187,24/02/2021,Low,  584 ,108,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20188,03/03/2021,High,  692 ,63,Approved,,4/2/2021,5/2/2021,6/1/2021,,,,Defaulted
20189,04/03/2021,Mid,  627 ,55,Approved,,4/3/2021,5/3/2021,6/2/2021,,,,Defaulted
20190,24/03/2021,Low,  679 ,49,Approved,,4/23/2021,5/23/2021,6/22/2021,4/29/2021,5/23/2021,6/22/2021,Paid Back
20191,07/03/2021,Mid,  623 ,78,Approved,,4/6/2021,5/6/2021,6/5/2021,4/21/2021,5/6/2021,6/5/2021,Paid Back
20192,26/01/2021,Low,  633 ,103,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20193,11/01/2021,High,  615 ,57,Approved,,2/10/2021,3/12/2021,4/11/2021,,,,Defaulted
20194,21/03/2021,Mid,  684 ,105,Approved,,4/20/2021,5/20/2021,6/19/2021,4/23/2021,5/20/2021,6/19/2021,Paid Back
20195,03/03/2021,High,  629 ,110,Approved,,4/2/2021,5/2/2021,6/1/2021,4/15/2021,5/2/2021,6/1/2021,Paid Back
20196,13/02/2021,Mid,  577 ,78,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20197,08/03/2021,Mid,  568 ,156,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20198,24/03/2021,Low,  648 ,78,Approved,,4/23/2021,5/23/2021,6/22/2021,,,,Defaulted
20199,08/02/2021,Mid,  568 ,120,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20200,18/03/2021,Mid,  599 ,128,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20201,19/02/2021,Mid,  598 ,133,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20202,04/03/2021,Low,  652 ,82,Approved,,4/3/2021,5/3/2021,6/2/2021,4/3/2021,5/3/2021,6/2/2021,Paid Back
20203,09/02/2021,Low,  542 ,102,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20204,06/02/2021,Low,  608 ,133,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20205,06/02/2021,Mid,  637 ,129,Approved,,3/8/2021,4/7/2021,5/7/2021,3/18/2021,4/7/2021,5/7/2021,Paid Back
20206,09/02/2021,Low,  653 ,122,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
20207,17/03/2021,Low,  651 ,140,Approved,,4/16/2021,5/16/2021,6/15/2021,,,,Defaulted
20208,25/02/2021,Low,  640 ,132,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20209,06/03/2021,Low,  671 ,120,Approved,,4/5/2021,5/5/2021,6/4/2021,4/7/2021,5/5/2021,6/4/2021,Paid Back
20210,04/01/2021,Low,  614 ,161,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20211,30/03/2021,Mid,  592 ,135,Approved,,4/29/2021,5/29/2021,6/28/2021,,,,Defaulted
20212,15/02/2021,Mid,  496 ,88,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20213,08/01/2021,Low,  596 ,138,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20214,18/03/2021,Low,  632 ,106,Approved,,4/17/2021,5/17/2021,6/16/2021,,,,Defaulted
20215,19/02/2021,Low,  597 ,94,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20216,19/03/2021,High,  655 ,115,Approved,,4/18/2021,5/18/2021,6/17/2021,4/25/2021,5/18/2021,6/17/2021,Paid Back
20217,20/02/2021,Mid,  604 ,64,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20218,28/03/2021,Mid,  650 ,114,Approved,,4/27/2021,5/27/2021,6/26/2021,4/29/2021,5/27/2021,6/26/2021,Paid Back
20219,11/02/2021,Mid,  652 ,91,Approved,,3/13/2021,4/12/2021,5/12/2021,3/19/2021,4/12/2021,5/12/2021,Paid Back
20220,20/02/2021,Mid,  621 ,85,Approved,,3/22/2021,4/21/2021,5/21/2021,,,,Defaulted
20221,05/03/2021,Low,  644 ,114,Approved,,4/4/2021,5/4/2021,6/3/2021,4/7/2021,5/4/2021,6/3/2021,Paid Back
20222,08/02/2021,Low,  608 ,83,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20223,10/01/2021,Low,  700 ,128,Approved,,2/9/2021,3/11/2021,4/10/2021,,,,Defaulted
20224,16/03/2021,Mid,  619 ,115,Approved,,4/15/2021,5/15/2021,6/14/2021,,,,Defaulted
20225,14/01/2021,Low,  651 ,99,Approved,,2/13/2021,3/15/2021,4/14/2021,,,,Defaulted
20226,06/02/2021,High,  643 ,106,Approved,,3/8/2021,4/7/2021,5/7/2021,,,,Defaulted
20227,21/03/2021,Mid,  625 ,84,Approved,,4/20/2021,5/20/2021,6/19/2021,5/26/2021,5/20/2021,6/19/2021,Paid Back
20228,19/01/2021,High,  608 ,171,Approved,,2/18/2021,3/20/2021,4/19/2021,,,,Defaulted
20229,03/02/2021,Low,  632 ,83,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20230,02/04/2021,Low,  584 ,107,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20231,14/01/2021,Mid,  542 ,81,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20232,19/03/2021,Low,  550 ,150,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20233,10/02/2021,High,  590 ,102,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20234,01/03/2021,Low,  692 ,112,Approved,,3/31/2021,4/30/2021,5/30/2021,4/7/2021,4/30/2021,5/30/2021,Paid Back
20235,17/01/2021,Mid,  567 ,87,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20236,18/01/2021,Mid,  549 ,100,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20237,20/02/2021,Mid,  577 ,71,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20238,06/03/2021,High,  559 ,139,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20239,26/02/2021,High,  694 ,157,Approved,,3/28/2021,4/27/2021,5/27/2021,3/30/2021,4/27/2021,5/27/2021,Paid Back
20240,21/03/2021,Mid,  616 ,79,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20241,23/03/2021,Mid,  629 ,125,Approved,,4/22/2021,5/22/2021,6/21/2021,5/18/2021,5/22/2021,6/21/2021,Paid Back
20242,25/02/2021,Mid,  603 ,137,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20243,30/01/2021,Mid,  667 ,69,Approved,,3/1/2021,3/31/2021,4/30/2021,,,,Defaulted
20244,10/03/2021,Mid,  625 ,78,Approved,,4/9/2021,5/9/2021,6/8/2021,5/3/2021,5/9/2021,6/8/2021,Paid Back
20245,31/03/2021,Low,  651 ,100,Approved,,4/30/2021,5/30/2021,6/29/2021,,,,Defaulted
20246,26/03/2021,Mid,  641 ,102,Approved,,4/25/2021,5/25/2021,6/24/2021,4/26/2021,5/25/2021,6/24/2021,Paid Back
20247,02/01/2021,Mid,  639 ,111,Approved,,2/1/2021,3/3/2021,4/2/2021,,,,Defaulted
20248,14/02/2021,High,  670 ,111,Approved,,3/16/2021,4/15/2021,5/15/2021,,,,Defaulted
20249,04/02/2021,High,  619 ,175,Approved,,3/6/2021,4/5/2021,5/5/2021,4/1/2021,4/5/2021,5/5/2021,Paid Back
20250,12/01/2021,Low,  579 ,128,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20251,28/03/2021,Mid,  680 ,97,Approved,,4/27/2021,5/27/2021,6/26/2021,,,,Defaulted
20252,02/02/2021,Mid,  602 ,104,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20253,04/03/2021,Mid,  546 ,115,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20254,09/02/2021,Low,  684 ,115,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
20255,23/02/2021,Mid,  591 ,74,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20256,30/03/2021,Mid,  605 ,104,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
20257,04/03/2021,High,  613 ,108,Approved,,4/3/2021,5/3/2021,6/2/2021,4/11/2021,5/3/2021,6/2/2021,Paid Back
20258,18/03/2021,High,  623 ,104,Approved,,4/17/2021,5/17/2021,6/16/2021,5/14/2021,5/17/2021,6/16/2021,Paid Back
20259,28/03/2021,Low,  636 ,111,Approved,,4/27/2021,5/27/2021,6/26/2021,5/8/2021,5/27/2021,6/26/2021,Paid Back
20260,21/03/2021,High,  643 ,149,Approved,,4/20/2021,5/20/2021,6/19/2021,4/30/2021,5/20/2021,6/19/2021,Paid Back
20261,28/01/2021,Mid,  628 ,105,Approved,,2/27/2021,3/29/2021,4/28/2021,3/14/2021,3/29/2021,4/28/2021,Paid Back
